"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","326","keyboard shortcuts","chromium","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1","inventory page visual check","Mobile Safari","2026-07-08","skipped","2026-07-08","","visual.spec.js","",""
"","3019","drag and drop an element","Mobile Chrome","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","2844","mock a slow response","firefox","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","1132","right click an element","webkit","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","2173","compare performance before and after login","webkit","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","491","step 1 - add item to cart","Mobile Chrome","2026-07-08","passed","2026-07-08","BAD - tests that share state","isolation.spec.js","",""
"","1912","type using keyboard","Mobile Chrome","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1182","GOOD practice - wait for URL to change","Mobile Safari","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","235","POST request - create a new post","Mobile Chrome","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","952","clear localStorage","webkit","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","366","generate PDF with custom options","Mobile Chrome","2026-07-08","passed","2026-07-08","","pdf.spec.js","",""
"","922","login page loads @smoke","firefox","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1156","block images to speed up page load","firefox","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","3","grant camera and microphone permissions","webkit","2026-07-08","skipped","2026-07-08","","geolocation.spec.js","",""
"","1630","hold shift and click","webkit","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","950","login using fixtures","chromium","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","934","change location mid-test","Mobile Safari","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","456","login attempt with username: ""standard_user""","chromium","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1002","full checkout flow with POM","Mobile Chrome","2026-07-08","passed","2026-07-08","","checkout.spec.js","",""
"","315","starts completely logged out","Mobile Chrome","2026-07-08","passed","2026-07-08","GOOD - overriding storage state per describe block","isolation.spec.js","",""
"","1340","test D - cart still starts empty","webkit","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","375","verify PDF file is saved correctly","chromium","2026-07-08","passed","2026-07-08","","pdf.spec.js","",""
"","461","login attempt with username: ""wrong_user""","chromium","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","801","generate PDF from checkout page","firefox","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","5840","products are visible on mobile","Mobile Safari","2026-07-08","failed","2026-07-08","","mobile.spec.js","",""
"","1800","cart starts empty","firefox","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1980","test C - add multiple items","webkit","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","5550","switch between multiple tabs","firefox","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","5339","drag and drop an element","webkit","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","406","right click an element","chromium","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","584","wait for element to be visible","Mobile Chrome","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1","login page visual check","Mobile Chrome","2026-07-08","skipped","2026-07-08","","visual.spec.js","",""
"","321","double click an element","chromium","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","7788","select a dropdown option","firefox","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","1072","hover over an element","firefox","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1801","wait for element to be visible","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","30027","add to cart works @regression","Mobile Safari","2026-07-08","broken","2026-07-08","","tagged.spec.js","",""
"","1947","read localStorage","firefox","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1058","cart starts empty","Mobile Safari","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","3501","drag and drop an element","chromium","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","765","add to cart without logging in again","Mobile Chrome","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","1294","double click an element","Mobile Safari","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","642","mock a server error response","Mobile Safari","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","586","generate PDF with custom options","webkit","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","1285","inventory page visual check","firefox","2026-07-08","passed","2026-07-08","","visual.spec.js","",""
"","3293","BAD practice - hardcoded wait (never do this)","webkit","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1215","add to cart without logging in again","firefox","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","1240","mock an empty response","Mobile Safari","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","768","test D - cart still starts empty","Mobile Chrome","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","2592","type using keyboard","Mobile Safari","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","30020","right click an element","Mobile Chrome","2026-07-08","broken","2026-07-08","","keyboard.spec.js","",""
"","871","set a cookie manually","webkit","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","487","GOOD practice - wait for URL to change","Mobile Chrome","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","945","has title","Mobile Chrome","2026-07-08","passed","2026-07-08","","example.spec.js","",""
"","481","hover over an element","chromium","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","5092","select a dropdown option","Mobile Safari","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","2","grant camera and microphone permissions","firefox","2026-07-08","skipped","2026-07-08","","geolocation.spec.js","",""
"","1041","login attempt with username: """"","Mobile Safari","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","5561","switch between multiple tabs","Mobile Safari","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","529","read localStorage","chromium","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","298","test with individual retry","chromium","2026-07-08","passed","2026-07-08","","retry.spec.js","",""
"","557","mock a server error response","chromium","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","949","block images to speed up page load","webkit","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","549","explore different locators","Mobile Chrome","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1196","take a screenshot manually","Mobile Safari","2026-07-08","passed","2026-07-08","","screenshots.spec.js","",""
"","1270","verify PDF file is saved correctly","firefox","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","1010","double click an element","webkit","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","759","test C - add multiple items","chromium","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","819","change location mid-test","webkit","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","368","verify PDF file is saved correctly","Mobile Chrome","2026-07-08","failed","2026-07-08","","pdf.spec.js","",""
"","260","deny geolocation permission","chromium","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","2489","login with valid credentials","firefox","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","790","inventory page visual check","chromium","2026-07-08","passed","2026-07-08","","visual.spec.js","",""
"","1084","wait for an element to appear","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","401","access inventory page without logging in again","Mobile Chrome","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","1502","login page works on mobile","Mobile Safari","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","242","step 2 - depends on step 1 having run first","Mobile Chrome","2026-07-08","passed","2026-07-08","BAD - tests that share state","isolation.spec.js","",""
"","1989","GOOD practice - wait for URL to change","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","12905","open a new tab programmatically","firefox","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","288","use performance API to get detailed metrics","chromium","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","5278","handle a JavaScript alert","webkit","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","3026","handle a JavaScript alert","Mobile Chrome","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","1","inventory page visual check","Mobile Chrome","2026-07-08","skipped","2026-07-08","","visual.spec.js","",""
"","367","login with invalid credentials","Mobile Chrome","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","1022","measure time to interact","Mobile Safari","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","1270","set different locations and verify","chromium","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","30037","wait for a function to return true","Mobile Chrome","2026-07-08","broken","2026-07-08","","waiting.spec.js","",""
"","2039","login page works on mobile","firefox","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","6430","upload a file","webkit","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","311","measure page load time","Mobile Chrome","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","210","intercept and modify a request","Mobile Chrome","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","903","login with empty credentials","Mobile Safari","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","422","add to cart without logging in again","chromium","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","960","read cookies from the page","Mobile Safari","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","9847","generate PDF with custom options","firefox","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","1228","login attempt with username: ""wrong_user""","firefox","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1000","login with invalid credentials","firefox","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","494","login using environment variables","Mobile Chrome","2026-07-08","passed","2026-07-08","","env-demo.spec.js","",""
"","404","fetch posts API @api","Mobile Safari","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1073","login using environment variables","Mobile Safari","2026-07-08","passed","2026-07-08","","env-demo.spec.js","",""
"","889","full checkout flow with POM","chromium","2026-07-08","passed","2026-07-08","","checkout.spec.js","",""
"","833","mock a successful API response","webkit","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","1452","invalid login shows error @regression","firefox","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","806","deny geolocation permission","Mobile Safari","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","1665","check specific accessibility rules only","firefox","2026-07-08","passed","2026-07-08","","accessibility.spec.js","",""
"","870","use performance API to get detailed metrics","webkit","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","1091","wait for a function to return true","webkit","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","390","login attempt with username: ""locked_out_user""","Mobile Chrome","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1036","use keyboard to fill form and submit","Mobile Safari","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","769","test with individual retry","webkit","2026-07-08","passed","2026-07-08","","retry.spec.js","",""
"","207","mock a successful API response","chromium","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","1287","explore more assertions","Mobile Safari","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1274","login attempt with username: """"","webkit","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","397","invalid login shows error @regression","Mobile Chrome","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1005","read localStorage","Mobile Safari","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","680","test A - add first item to cart","chromium","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","944","measure page load time","firefox","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","220","mock a successful API response","Mobile Chrome","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","237","POST request - create a new post","Mobile Safari","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","3342","upload a file","chromium","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","359","login attempt with username: ""locked_out_user""","chromium","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1640","select all and clear text","firefox","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","308","login page loads @smoke","Mobile Chrome","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
